era,abs_margin,era_median,era_blowout
1930 to 1959,45.0,24,17% blowouts
1930 to 1959,23.0,24,17% blowouts
1930 to 1959,40.0,24,17% blowouts
1930 to 1959,25.0,24,17% blowouts
1930 to 1959,30.0,24,17% blowouts
1930 to 1959,32.0,24,17% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,64.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,79.0,27,20% blowouts
1960 to 1989,37.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,61.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,108.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,96.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,87.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,76.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,104.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,80.0,27,20% blowouts
1960 to 1989,56.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,59.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,43.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,79.0,27,20% blowouts
1960 to 1989,67.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,72.0,27,20% blowouts
1960 to 1989,43.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,83.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,50.0,27,20% blowouts
1960 to 1989,108.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,68.0,27,20% blowouts
1960 to 1989,50.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,178.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,55.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,66.0,27,20% blowouts
1960 to 1989,52.0,27,20% blowouts
1960 to 1989,56.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,57.0,27,20% blowouts
1960 to 1989,50.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,58.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,68.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,106.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,122.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,24.0,27,20% blowouts
1960 to 1989,58.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,86.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,163.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,59.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,41.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,73.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,72.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,70.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,37.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,37.0,27,20% blowouts
1960 to 1989,71.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,67.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,64.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,63.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,71.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,55.0,27,20% blowouts
1960 to 1989,146.0,27,20% blowouts
1960 to 1989,59.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,79.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,59.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,64.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,36.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,24.0,27,20% blowouts
1960 to 1989,70.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,41.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,52.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,70.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,55.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,104.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,52.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,43.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,62.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,62.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,55.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,47.0,27,20% blowouts
1960 to 1989,66.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,70.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,36.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,65.0,27,20% blowouts
1960 to 1989,57.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,56.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,50.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,72.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,24.0,27,20% blowouts
1960 to 1989,37.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,119.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,73.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,65.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,54.0,27,20% blowouts
1960 to 1989,56.0,27,20% blowouts
1960 to 1989,95.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,34.0,27,20% blowouts
1960 to 1989,73.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,84.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,99.0,27,20% blowouts
1960 to 1989,0.0,27,20% blowouts
1960 to 1989,43.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,63.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,47.0,27,20% blowouts
1960 to 1989,65.0,27,20% blowouts
1960 to 1989,50.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,53.0,27,20% blowouts
1960 to 1989,78.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,57.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,101.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,59.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,36.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,53.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,54.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,41.0,27,20% blowouts
1960 to 1989,77.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,90.0,27,20% blowouts
1960 to 1989,62.0,27,20% blowouts
1960 to 1989,63.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,71.0,27,20% blowouts
1960 to 1989,57.0,27,20% blowouts
1960 to 1989,58.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,53.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,93.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,62.0,27,20% blowouts
1960 to 1989,47.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,73.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,118.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,81.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,25.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,56.0,27,20% blowouts
1960 to 1989,88.0,27,20% blowouts
1960 to 1989,66.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,3.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,61.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,69.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,66.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,1.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,41.0,27,20% blowouts
1960 to 1989,70.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,15.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,27.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,41.0,27,20% blowouts
1960 to 1989,48.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,24.0,27,20% blowouts
1960 to 1989,42.0,27,20% blowouts
1960 to 1989,79.0,27,20% blowouts
1960 to 1989,49.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,22.0,27,20% blowouts
1960 to 1989,64.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,29.0,27,20% blowouts
1960 to 1989,12.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,61.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,76.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,43.0,27,20% blowouts
1960 to 1989,111.0,27,20% blowouts
1960 to 1989,69.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,18.0,27,20% blowouts
1960 to 1989,125.0,27,20% blowouts
1960 to 1989,26.0,27,20% blowouts
1960 to 1989,37.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,51.0,27,20% blowouts
1960 to 1989,72.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,9.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,38.0,27,20% blowouts
1960 to 1989,68.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,30.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,102.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,11.0,27,20% blowouts
1960 to 1989,33.0,27,20% blowouts
1960 to 1989,36.0,27,20% blowouts
1960 to 1989,23.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,35.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,20.0,27,20% blowouts
1960 to 1989,97.0,27,20% blowouts
1960 to 1989,28.0,27,20% blowouts
1960 to 1989,19.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,47.0,27,20% blowouts
1960 to 1989,10.0,27,20% blowouts
1960 to 1989,16.0,27,20% blowouts
1960 to 1989,6.0,27,20% blowouts
1960 to 1989,14.0,27,20% blowouts
1960 to 1989,17.0,27,20% blowouts
1960 to 1989,2.0,27,20% blowouts
1960 to 1989,5.0,27,20% blowouts
1960 to 1989,21.0,27,20% blowouts
1960 to 1989,8.0,27,20% blowouts
1960 to 1989,45.0,27,20% blowouts
1960 to 1989,36.0,27,20% blowouts
1960 to 1989,39.0,27,20% blowouts
1960 to 1989,40.0,27,20% blowouts
1960 to 1989,72.0,27,20% blowouts
1960 to 1989,53.0,27,20% blowouts
1960 to 1989,31.0,27,20% blowouts
1960 to 1989,44.0,27,20% blowouts
1960 to 1989,68.0,27,20% blowouts
1960 to 1989,4.0,27,20% blowouts
1960 to 1989,94.0,27,20% blowouts
1960 to 1989,13.0,27,20% blowouts
1960 to 1989,7.0,27,20% blowouts
1960 to 1989,32.0,27,20% blowouts
1960 to 1989,46.0,27,20% blowouts
